Funding Agencies	Record Count	% of 94,965
International Space Science Institute Issi Bern Switzerland	14	0.015
Key Research Program Of Frontier Sciences Chinese Academy Of Sciences	14	0.015
Ministry Of Earth Sciences India	14	0.015
Ministry Of Foreign Affairs And International Cooperation Italy	14	0.015
Nasa Esi Program	14	0.015
Nasa Ocean Surface Topography Mission Science Team	14	0.015
National Natural Science Foundation Of China Shandong Joint Fund For Marine Science Research Centers	14	0.015
National Science And Technology Major Project Of China	14	0.015
National Social Science Foundation Of China	14	0.015
Natural Science Foundation Of Shaanxi Province	14	0.015
Naval Oceanographic Office	14	0.015
New Energy And Industrial Technology Development Organization Nedo	14	0.015
North Pacific Research Board Nprb	14	0.015
Nsfc Innovative Group	14	0.015
Nsfc Zhejiang Joint Fund For The Integration Of Industrialization And Informatization	14	0.015
Orszagos Tudomanyos Kutatasi Alapprogramok Otka	14	0.015
Polish National Science Centre Ncn	14	0.015
R D Special Fund For Public Welfare Industry Meteorology	14	0.015
Region Pays De La Loire	14	0.015
Royal Australian Navy	14	0.015
Shanghai Pujiang Program	14	0.015
Soa Global Change And Air Sea Interaction Project	14	0.015
State Of Florida	14	0.015
Strategic Priority Research Program A Of The Chinese Academy Of Sciences	14	0.015
Thailand Research Fund Trf	14	0.015
Trond Mohn Foundation	14	0.015
Universiti Teknologi Malaysia	14	0.015
University Of Exeter	14	0.015
Upmc	14	0.015
World Wildlife Fund	14	0.015
Alberta Innovates Technology Futures	13	0.014
Australian Aid Ausaid	13	0.014
Bjerknes Centre For Climate Research	13	0.014
Brazilian Navy	13	0.014
Cas Interdisciplinary Innovation Team	13	0.014
Cfcas	13	0.014
Charles University	13	0.014
Cluster Of Excellence Clisap University Of Hamburg	13	0.014
Comer Science And Education Foundation	13	0.014
Curtin Research Fellowship	13	0.014
European Union Seventh Framework Programme Fp7	13	0.014
Fonds De Recherche Du Quebec Nature Et Technologies	13	0.014
French Government	13	0.014
French National Program Lefe Insu	13	0.014
French Service D Observation Glacioclim	13	0.014
Genci Tgcc	13	0.014
Gobierno De Aragon	13	0.014
Government Of Western Australia	13	0.014
Griffith University	13	0.014
Groupe Mission Mercator Coriolis Gmmc	13	0.014
Guangxi Key Laboratory Of Spatial Information And Geomatics	13	0.014
Holsworth Wildlife Research Endowment	13	0.014
Institut Polaire Francais Paul Emile Victor Ipev	13	0.014
Institutional Strategy Of The University Of Bremen German Excellence Initiative	13	0.014
International Science And Technology Cooperation Program Of China	13	0.014
Japan Science Society	13	0.014
Jaxa	13	0.014
Joint Institute For Marine And Atmospheric Research Jimar	13	0.014
Kopri	13	0.014
Leading Scientific Schools Program	13	0.014
Lefe	13	0.014
Liaoning Revitalization Talents Program	13	0.014
Liesmars Special Research Funding	13	0.014
Main Direction Project Of Chinese Academy Of Sciences	13	0.014
Meopar	13	0.014
Minerals Management Service	13	0.014
Nasa Earth And Space Science Fellowship Nessf	13	0.014
Nasa Earth And Space Sciences Fellowship	13	0.014
Nasa Grace	13	0.014
Nasa Measures Discover Project	13	0.014
Nasa Sea Level Change Team	13	0.014
Nasa Servir Program	13	0.014
National Aeronautics And Space Administration Cryospheric Sciences Program	13	0.014
National Defense Science And Engineering Graduate Fellowship	13	0.014
National Geospatial Intelligence Agency	13	0.014
National Institute Of Standards Technology Nist Usa	13	0.014
National Programme On Global Change And Air Sea Interaction Soa	13	0.014
National Science And Technology Support Program	13	0.014
Nature Conservancy	13	0.014
New Zealand Antarctic Research Institute	13	0.014
Noaa S Global Ocean Monitoring And Observing Program	13	0.014
Northern Scientific Training Program Nstp	13	0.014
Norwegian Ministry Of Foreign Affairs	13	0.014
Philip Leverhulme Prize	13	0.014
Prince Albert Ii Of Monaco Foundation	13	0.014
Research Council Of Norway Through Its Centers Of Excellence Funding Scheme	13	0.014
Royal Academy Of Engineering Uk	13	0.014
Science And Technology Planning Project Of Guangdong Province	13	0.014
Sorbonne Universite	13	0.014
Spanish Ministry Of Science Innovation And Universities	13	0.014
Statoilhydro	13	0.014
Taiwan S Ministry Of Science And Technology	13	0.014
University Of Bologna	13	0.014
University Of Minnesota System	13	0.014
University Of Tokyo	13	0.014
University Of Toronto	13	0.014
University Of Victoria	13	0.014
Vrije Universiteit Brussel	13	0.014
W Garfield Weston Foundation	13	0.014
Willis Research Network	13	0.014
Agaur Generalitat De Catalunya Feder Spain	12	0.013
Agencia De Gestio D Ajuts Universitaris De Recerca Agaur Agaur	12	0.013
Agencia Estatal De Meteorologia	12	0.013
Alfred Wegener Institut Helmholtz Zentrum Fur Polar Und Meeresforschung	12	0.013
Aoshan Talents Program	12	0.013
Australian Bureau Of Meteorology	12	0.013
Austrian Research Promotion Agency Ffg	12	0.013
Brazilian Ministry Of The Environment Mma	12	0.013
British Antarctic Survey Bas	12	0.013
Cas Program	12	0.013
Changjiang Scholar Program Of Chinese Ministry Of Education	12	0.013
China National Global Change Major Research Project	12	0.013
Chinese Polar Environment Comprehensive Investigation And Assessment Programs	12	0.013
Climate Change Consortium For Wales	12	0.013
Comunidad De Madrid	12	0.013
Copernicus Marine Environment Monitoring Service	12	0.013
Decc Defra Met Office Hadley Centre Climate Programme	12	0.013
Dragon 4 Project	12	0.013
Earth Science And Climate Change Hub Of The Australian Government S National Environmental Science Programme Nesp	12	0.013
Eni	12	0.013
Foundation For The Author Of National Excellent Doctoral Dissertation Of China	12	0.013
Foundation Of China Ocean Mineral Resources Rd Association	12	0.013
Geological Survey Of Denmark And Greenland Geus	12	0.013
German Excellence Initiative	12	0.013
Global Change And Air Sea Interaction Program	12	0.013
Government Of The Russian Federation	12	0.013
Higher Education Commission Of Pakistan	12	0.013
Horizon 2020	12	0.013
Icelandic Research Fund	12	0.013
Icimod	12	0.013
Ifm Geomar	12	0.013
Iitm	12	0.013
International Argo Program	12	0.013
International Pacific Research Center	12	0.013
International Space Science Institute Issi	12	0.013
Io Ras	12	0.013
Iran National Science Foundation Insf	12	0.013
Italian Civil Protection Department	12	0.013
Italian Flagship Project Ritmare	12	0.013
Italian Ministry Of Environment Land And Sea Under The Gemina Project	12	0.013
Japan Aerospace Exploration Agency	12	0.013
Jpi Climate	12	0.013
Key Research And Development Program Of Shandong Province	12	0.013
Key Research Program Of Frontier Sciences Of Chinese Academy Of Sciences	12	0.013
Korea Meteorological Administration	12	0.013
Massachusetts Institute Of Technology	12	0.013
Mcdaniel Charitable Foundation	12	0.013
Ministry Of Science And Higher Education Of Russia	12	0.013
Ministry Of Science And Technology Most Korea	12	0.013
Ministry Of Science And Technology Most Taiwan	12	0.013
Nasa Earth Science Division	12	0.013
National Centre For Earth Observation	12	0.013
National Postdoctoral Program For Innovative Talents	12	0.013
National Program For Support Of Top Notch Young Professionals	12	0.013
National Science Fund	12	0.013
Nerc National Centre For Earth Observation Nceo	12	0.013
Nippon Foundation	12	0.013
Noaa S Climate Program Office Climate Variability And Predictability Program	12	0.013
Norges Forskningsrad	12	0.013
Nsf Opp Grant	12	0.013
Nsfc Shiptime Sharing Project	12	0.013
Office Of Biological And Environmental Research Ber	12	0.013
Oxford Martin School	12	0.013
Programme For Monitoring Of The Greenland Ice Sheet Promice	12	0.013
Qnlm	12	0.013
Quebec Ocean	12	0.013
Russian Ministry Of Science And Higher Education	12	0.013
Scientific Instrument Developing Project Of The Chinese Academy Of Sciences	12	0.013
Shanghai Municipal Education Commission Shmec	12	0.013
Soa Program On Global Change And Air Sea Interactions	12	0.013
Special Fund For Basic Scientific Research Of Central Colleges Chang An University	12	0.013
State Of Illinois	12	0.013
Technologiestichting Stw	12	0.013
U S Navy	12	0.013
Ukri	12	0.013
Ukri Future Leaders Fellowship	12	0.013
Ukri Natural Environment Research Council Nerc	12	0.013
Universite De Bretagne Occidentale	12	0.013
University Of Bremen	12	0.013
University Of Edinburgh	12	0.013
University Of Florida	12	0.013
University Of Maryland College Park	12	0.013
Volkswagen	12	0.013
Wwf	12	0.013
Air Force Research Laboratory	11	0.012
Arctic Challenge For Sustainability Arcs Project	11	0.012
Australian Climate Change Science Program Accsp	11	0.012
Avatar Alliance Foundation	11	0.012
Bhp Billiton	11	0.012
Brazilian Ministry Of Science Technology Innovation And Communication Mctic	11	0.012
Cas Strategic Priority Project	11	0.012
China Special Fund For Meteorological Research In The Public Interest	11	0.012
Cls	11	0.012
Colorado State University	11	0.012
Csa	11	0.012
Deep South National Science Challenge	11	0.012
Disi Australia China Centre	11	0.012
Eqc	11	0.012
Equinor	11	0.012
Esgf	11	0.012
Eu Fp7 Project Swarp	11	0.012
Faso Russia	11	0.012
Ferring Pharmaceuticals	11	0.012
French National Programme Lefe Insu	11	0.012
Fundamental Research Funds For The Central Universities Chd	11	0.012
Geomar	11	0.012
German National Academic Foundation	11	0.012
Global Environment Facility	11	0.012
Government Of Ontario	11	0.012
Grantham Foundation For The Protection Of The Environment	11	0.012
Hungarian Academy Of Sciences	11	0.012
Innovation Workstation Project Of The Science And Technology Commission Of The Central Military Commission	11	0.012
Intas	11	0.012
International Foundation For Science	11	0.012
Irish Research Council For Science Engineering And Technology	11	0.012
Istituto Nazionale Geofisica E Vulcanologia Ingv	11	0.012
Joint Institute For The Study Of The Atmosphere And Ocean Jisao	11	0.012
Kordi	11	0.012
Labex Osug 2020	11	0.012
Major State Research Development Program Of China	11	0.012
Marie Curie Career Integration Grant	11	0.012
Mcgill University	11	0.012
Met Office	11	0.012
Mit	11	0.012
Nasa Icesat 2 Project Science Office	11	0.012
Nasa Ids	11	0.012
Nasa Making Earth System Data Records For Use In Research Environments Measures Program	11	0.012
Nasa Physical Oceanography	11	0.012
Nasa Swot Science Team Grant	11	0.012
National Centre For Atmospheric Science	11	0.012
National Institute Of Food And Agriculture	11	0.012
National Key Program For Developing Basic Science	11	0.012
National Research Foundation Of The Republic Of Korea	11	0.012
National Science And Technology Major Project Of The Ministry Of Science And Technology Of China	11	0.012
Natural Science Foundation Of Jiangxi Province	11	0.012
Netherlands Polar Program	11	0.012
Netherlands Polar Programme	11	0.012
Nih National Institute Of General Medical Sciences Nigms	11	0.012
Noaa Climate And Global Change Postdoctoral Fellowship Program	11	0.012
Norwegian Space Centre	11	0.012
Nsf Directorate For Education Human Resources Ehr	11	0.012
Oregon Sea Grant	11	0.012
Pnra	11	0.012
Programme National De Teledetection Spatiale	11	0.012
Public Benefit Scientific Research Project Of China	11	0.012
Region Ile De France	11	0.012
Science And Technology Planning Project Of Guangdong Province China	11	0.012
Science Technology Basic Resources Investigation Program Of China	11	0.012
Scientific Research Foundation For The Returned Overseas Chinese Scholars	11	0.012
Shanghai Rising Star Program	11	0.012
Singapore Delft Water Alliance Sdwa	11	0.012
Soa	11	0.012
Spanish Ministry Of Economy Industry And Competitiveness	11	0.012
Spanish National Research Council Csic	11	0.012
Startup Foundation For Introducing Talent Of Nanjing University Of Information Science Technology	11	0.012
State Key Development Program For Basic Research Of China	11	0.012
State Key Laboratory Of Estuarine And Coastal Research	11	0.012
State Key Laboratory Of Satellite Ocean Environment Dynamics	11	0.012
Swiss Academy Of Sciences	11	0.012
Swiss Agency For Development And Cooperation Sdc	11	0.012
Swiss National Supercomputing Centre Cscs	11	0.012
Taishan Scholarship	11	0.012
Texas Am University	11	0.012
The British Council	11	0.012
Turkish Academy Of Sciences	11	0.012
Uabc	11	0.012
Uk Ministry Of Defence	11	0.012
Unesco	11	0.012
Universiti Malaya	11	0.012
University Of Adelaide	11	0.012
University Of Leeds	11	0.012
University Of Liege	11	0.012
University Of Naples Parthenope	11	0.012
University Of Pisa	11	0.012
University Of Sydney	11	0.012
University Of The Basque Country	11	0.012
Us Air Force Research Laboratory	11	0.012
Us Israel Binational Science Foundation	11	0.012
Walloon Region	11	0.012
Western Australia Marine Science Institution	11	0.012
Youth Innovation Promotion Association Of Chinese Academy Of Sciences	11	0.012
Access	10	0.011
Australian Academy Of Science	10	0.011
Australian Climate Change Science Programme	10	0.011
Beijing Higher Education Young Elite Teacher Project	10	0.011
Bonneville Power Administration	10	0.011
Bp Exploration	10	0.011
Brazilian Ministry Of Science Technology And Innovation Mcti	10	0.011
British Society For Geomorphology	10	0.011
California Ocean Protection Council	10	0.011
Canon Foundation	10	0.011
Compass Consortium	10	0.011
Copernicus Marine Environment Monitoring Service Cmems Medsub Project	10	0.011
Crafoord Foundation	10	0.011
Csiro Through The Australian Climate Change Science Programme	10	0.011
Department Of Atomic Energy Dae	10	0.011
Department Of Fisheries And Oceans Canada	10	0.011
Dsr	10	0.011
Earth Observatory Of Singapore Eos	10	0.011
Feder Within The Pt2020 Partnership Agreement	10	0.011
Fonds De Recherche Du Quebec Nature Et Technologies Frqnt	10	0.011
Foundation For Polish Science	10	0.011
French Polar Institute	10	0.011
Gfz Potsdam	10	0.011
Grant For Joint Research Program Of The Institute Of Low Temperature Science Hokkaido University	10	0.011
Guangzhou Science And Technology Foundation	10	0.011
Horizon 2020 Framework Programme	10	0.011
Institut Polaire Francais Paul Emile Victor	10	0.011
Institute Of Low Temperature Science Hokkaido University	10	0.011
Instituto Politecnico Nacional	10	0.011
