Funding Agencies	Record Count	% of 8,505
Guangxi Key Laboratory Of Spatial Information And Geomatics	2	0.024
Guangxi Natural Science Fund For Innovation Research Team	2	0.024
Headquarters Of University Advancement At National Cheng Kung University	2	0.024
High Performance Computing Center Iocas	2	0.024
High Resolution Remote Sensing Surveying And Mapping Application Demonstration System Research Program	2	0.024
Homing Plus Grant Of The Foundation For Polish Science	2	0.024
Icesat 2 Project	2	0.024
Ids Program In Mean Sea Level	2	0.024
Ifm Geomar	2	0.024
Ign	2	0.024
Indian Institute Of Technology Kharagpur India	2	0.024
Indiana Metacyt Initiative	2	0.024
Iniciativa Cientifica Milenio Icm Chile	2	0.024
Inidep	2	0.024
Innovation Fund Denmark	2	0.024
Innovation Fund Denmark Innovationsfonden	2	0.024
Innovation Group Project Of Southern Marine Science And Engineering Guangdong Laboratory Zhuhai	2	0.024
Innovation Program Of Academy Of Opto Electronics Aoe Chinese Academy Of Science Cas	2	0.024
Institut Universitaire De France	2	0.024
Institute Of Geophysics And Planetary Physics Of Los Alamos National Laboratory Llc	2	0.024
Insu Institut National Des Sciences De L Univers	2	0.024
Integrated Marine Observing System Imos	2	0.024
International Arctic Research Center	2	0.024
International Corporation Program Of China	2	0.024
International Create	2	0.024
International Office Of The Bmbf	2	0.024
International S T Cooperation Program Of China	2	0.024
International Science And Technology Cooperation Program Of China	2	0.024
International Science Technology Cooperation Program Of China	2	0.024
International Space Science Institute Issi	2	0.024
Ipev	2	0.024
Ipovar Project	2	0.024
Ird France	2	0.024
Irkutsk State University	2	0.024
Irstea	2	0.024
Isis Program Of The French Space Agency Cnes	2	0.024
J Lamar Worzel Assistant Scientist Fund	2	0.024
Jackson School Of Geosciences	2	0.024
Jae Csic	2	0.024
Japan Aerospace Exploration Agency	2	0.024
Japan Aerospace Exploration Agency Jaxa Earth Observation Research Center Eorc	2	0.024
Jason 1	2	0.024
Jason 1 Project	2	0.024
Jet Propulsion Laboratory California Institute Of Technology Under Contract With The National Aeronautics And Space Administration	2	0.024
Joint Cnes Region Bretagne Doctoral Grant	2	0.024
Joint Uk Beis Defra Met Office Hadley Centre Climate Programme	2	0.024
Key Application Generic Technology Of China High Resolution Earth Observation System	2	0.024
Key Foundation Of Institute Of Seismology China Earthquake Administration	2	0.024
Key Laboratory For Digital Land And Resources Of Jiangxi Province East China University Of Technology	2	0.024
Key Laboratory Of Mapping From Space Of Nasmg China	2	0.024
Key Laboratory Of Satellite Mapping Technology And Application National Administration Of Surveying Mapping And Geoinformation	2	0.024
Key Laboratory Of Surveying And Mapping Science And Geospatial Information Technology Of Ministry Of Natural Resources	2	0.024
Key Program For International S T Cooperation Projects Of China	2	0.024
Key Research And Development Program Of The Ministry Of Science And Technology	2	0.024
Key Research Program Of Frontier Sciences Chinese Academy Of Sciences	2	0.024
Kiost	2	0.024
Kiost In House Project	2	0.024
Knowledge Innovation Foundation Program For Outstanding Young Scholar Of Chinese Academy Of Sciences Cas	2	0.024
Korea East I Program	2	0.024
Korea Hydrographic And Oceanographic Agency Khoa	2	0.024
Korea Institute Of Ocean Science And Technology	2	0.024
Korea Meteorological Administration Research And Development Program Development Of Marine Meteorology Monitoring And Next Generation Ocean Forecasting System	2	0.024
Korea Ministry Of Environment South Korea	2	0.024
Korea Ocean Research And Development Institute Kordi	2	0.024
Korea Polar Research Institute Kopri	2	0.024
Labex Cominlabs	2	0.024
Labex Cominlabs Project Seacs	2	0.024
Laboratoire Mixte International Lmi Dynamique Des Ecosystemes Continentaux D Afrique Centrale En Contexte De Changements Globaux Dycofac	2	0.024
Laboratory For Regional Oceanography And Numerical Modeling	2	0.024
Lefe Ec2co Program	2	0.024
Legos	2	0.024
Liesmars Special Research Funding	2	0.024
Life Lema Project	2	0.024
Lilly Endowment Incorporated	2	0.024
Lloyd S Register Foundation	2	0.024
Local Government Of The Balearic Islands	2	0.024
London National Environmental Research Council Doctoral Training Partnership Grant	2	0.024
Lops	2	0.024
Magellium	2	0.024
Manitoba Hydro	2	0.024
Margaret And Herman Sokol Faculty Awards	2	0.024
Marie Curie International Outgoing Fellowship Within The 7Th European Community Framework Programme	2	0.024
Marina	2	0.024
Marine Science Technology Fund Of Shandong Province For Pilot National Laboratory For Marine Science And Technology Qingdao	2	0.024
Measures Program	2	0.024
Meopar	2	0.024
Meteo France	2	0.024
Mhrd At Iit Kharagpur	2	0.024
Mincyt	2	0.024
Ministry Of Education And Science Of The Republic Of Kazakhstan	2	0.024
Ministry Of Education Singapore	2	0.024
Ministry Of Foreign Affairs Of Denmark	2	0.024
Ministry Of Higher Education Mohe Under The Fundamental Research Grant Scheme Frgs Fund	2	0.024
Ministry Of Higher Education Scientific Research Mhesr	2	0.024
Ministry Of Land Transport And Maritime Affairs Ocean Climate Variability Program	2	0.024
Ministry Of Land Transport And Maritime Affairs Republic Of Korea	2	0.024
Ministry Of Oceans And Fisheries Republic Of Korea	2	0.024
Ministry Of Science And Higher Education Of The Russian Federation	2	0.024
Ministry Of Science And Technology Most Taiwan	2	0.024
Ministry Science And Technology Development Of China Data Sharing Infrastructure Of Earth System Science	2	0.024
Mitacs	2	0.024
Most	2	0.024
Myocean Project	2	0.024
Myocean2 Eu Fp7 Project	2	0.024
Nansen Tutu Centre For Marine Environmental Research Cape Town South Africa	2	0.024
Nansen Tutu Centre For Marine Environmental Research South Africa	2	0.024
Nansen Tutu For Marine Environmental Research	2	0.024
Nasa Earth Science Measures Discover Project	2	0.024
Nasa Earth Sciences	2	0.024
Nasa Grace Follow On Project	2	0.024
Nasa Grace Follow On Project Jpl Subcontract	2	0.024
Nasa Grace Project	2	0.024
Nasa Grace Project Jpl Subcontract	2	0.024
Nasa Headquarters Under The Nasa Earth And Space Science Fellowship Program Grant	2	0.024
Nasa Interdisciplinary Science Team	2	0.024
Nasa Jpl Po Daac	2	0.024
Nasa Measures Discover Project	2	0.024
Nasa Noaa Ocean Surface Topography Science Team	2	0.024
Nasa Npp Senior Fellowship	2	0.024
Nasa Ocean Salinity Science Team Osst	2	0.024
Nasa Ocean Surface Topography Science Team Ostst	2	0.024
Nasa Operation Icebridge Grant	2	0.024
Nasa Osst	2	0.024
Nasa Ostm	2	0.024
Nasa Ostst Mission	2	0.024
Nasa Ostst Project	2	0.024
Nasa Physical Oceanography Grant	2	0.024
Nasa Roses Grant	2	0.024
Nasa Roses Physical Oceanography	2	0.024
Nasa S Earth Science Information Partnerships Esip A Federation Of Information Sites For Earth Science	2	0.024
Nasa S Earth Surface And Interior Esi Program	2	0.024
Nasa S Earth Surface And Interior Program	2	0.024
Nasa S Icesat 2 Sdt	2	0.024
Nasa S Icesat Science Project	2	0.024
Nasa S News	2	0.024
Nasa S Ocean Surface Topography Mission	2	0.024
Nasa S Research Opportunities In Space And Earth Sciences Program	2	0.024
Nasa S Servir Program	2	0.024
Nasa S Swot Science Team And Applied Sciences Programs	2	0.024
Nasa Terrestrial Hydrology Program Grant	2	0.024
National Academy Of Sciences Engineering And Medicine Gulf Research Program Ugos	2	0.024
National Aeronautics And Space Administration S Ocean Surface Topography Project	2	0.024
National Cheng Kung University	2	0.024
National Cheng Kung University Taiwan	2	0.024
National Council For Scientific Research Of Lebanon Cnrs L	2	0.024
National Council Of Science And Technology Of Mexico Secretariat Of Energy Hydrocarbons Trust	2	0.024
National Funds Through Fct	2	0.024
National High Resolution Earth Observation Foundation	2	0.024
National High Resolution Earth Observation Foundation For Young Scientists Of China	2	0.024
National High Resolution Project Of China	2	0.024
National Key Program For Developing Basic Science Of China	2	0.024
National Key Project Of Research And Development Plan Of China	2	0.024
National Key Rd Plan Of China	2	0.024
National Key Research And Development Plan	2	0.024
National Key Research And Development Plan Of China	2	0.024
National Key Research And Development Program Of China China	2	0.024
National Key Scientific Research Project The South China Sea Deep	2	0.024
National Nordic Research Councils	2	0.024
National Nuclear Security Administration	2	0.024
National Research Foundation	2	0.024
National Research Foundation Of Korea Nrf Ministry Of Education	2	0.024
National Research Foundation Of The Republic Of Korea	2	0.024
National Science And Technology Major Project Of The Ministry Of Science And Technology Of China	2	0.024
National Science Centre Poland	2	0.024
National Science Fund	2	0.024
National Youth Natural Science Foundation Of China	2	0.024
Natural Science Foundation Of Heilongjiang Province	2	0.024
Natural Sciences And Engineering Council Of Canada Nserc Collaborative Research And Development Project Baysys	2	0.024
Nerc National Centre For Earth Observation Nceo	2	0.024
Nerc The Applied Geomatics Research Group Agrg Fsf Field Spectroscopy Facility	2	0.024
Netherlands Government	2	0.024
Netherlands Polar Program	2	0.024
Netherlands Polar Program Of Nwo Alw	2	0.024
Niger Delta Development Commission Nddc Nigeria	2	0.024
Nippon Foundation	2	0.024
Niwa	2	0.024
Noaa Climate Data Record Cdr Program For Satellites	2	0.024
Noaa Climate Observations And Monitoring Com Program	2	0.024
Noaa Climate Program Office Of The University Of Hawaii Sea Level Center	2	0.024
Noaa Climate Variability Program	2	0.024
Noaa Hurricane Sandy Disaster Relief Act	2	0.024
Noaa Integrated Ocean Observing System	2	0.024
Noaa Research	2	0.024
Noaa Through The Climate Observations And Monitoring Program	2	0.024
Nordforsk	2	0.024
Normandy Region	2	0.024
North Pacific Research Board	2	0.024
Northern Scientific Training Program Nstp	2	0.024
Norwegian Program For Supercomputing Notur	2	0.024
Norwegian Research Council Goce Mdt	2	0.024
Norwegian Supercomputing Project Sigma2	2	0.024
Noveltis	2	0.024
Nsf Directorate For Biological Sciences Bio	2	0.024
Nsf Directorate For Computer Information Science Engineering Cise	2	0.024
Nsf Directorate For Mathematical Physical Sciences Mps	2	0.024
Nsfc Creative Research Group	2	0.024
Nsfc Shandong Joint Fund For Marine Science Research Centres	2	0.024
Nwo Alw Veni Grant	2	0.024
Ocean And Climate Change Institute	2	0.024
Ocean Frontier Institute Ofi	2	0.024
Ocean Salinity Science Team	2	0.024
Office Of Biological And Environmental Research Ber	2	0.024
Ohio Sea Grant Program	2	0.024
Onr Grant	2	0.024
Ontario Graduate Scholarship	2	0.024
Open Access Publication Funds Of The Slub Tu Dresden	2	0.024
Open Project Program Of State Key Laboratory Of Tropical Oceanography	2	0.024
Open Research Fund Of Southwest China Institute Of Electronic Technology	2	0.024
Open Research Fund Program Of The State Key Laboratory Of Geodesy And Earth S Dynamics	2	0.024
Ostm Jason 2	2	0.024
Ostm Jason 2 Project	2	0.024
Osu	2	0.024
Osu S Climate Water And Carbon Program	2	0.024
Outstanding Youth Science Fund Of Xi An University Of Science And Technology	2	0.024
Pai Uja	2	0.024
Participating Organizations Of Euryi	2	0.024
Penzance Endowed Fund	2	0.024
Penzance Endowed Fund In Support Of Assistant Scientists	2	0.024
Petrochina Innovation Foundation	2	0.024
Physical Oceanography Division At Noaa S Atlantic Oceanographic And Meteorological Laboratory Aoml	2	0.024
Physical Oceanography Division Of Noaa Aoml	2	0.024
Polar Geospatial Center Under Nsf Opp Awards	2	0.024
Polish National Center Of Science	2	0.024
Portuguese Foundation For Science And Technology Fct Fundacao Portuguesa Para A Ciencia E A Tecnologia	2	0.024
Portuguese Funds Through The Fundacao Para A Ciencia E A Tecnologia Fct	2	0.024
Prace Research Infrastructure	2	0.024
Prefectura Naval Argentina	2	0.024
Program For Chinese National Antarctic And Arctic Research Expedition	2	0.024
Program Of Shanghai Academic Technology Research Leader	2	0.024
Programme National De Teledetection Spatiale	2	0.024
Project Of Global Change And Air Sea Interaction	2	0.024
Public Science And Technology Research Funds Projects Of Survey	2	0.024
Pump Project	2	0.024
Regional Government Of The Balearic Islands	2	0.024
Research And Development Of Forest Resources Dynamic Monitoring And Forest Volume Estimation Using Lidar Remote Sensing	2	0.024
Research Dg Of The European Commission Within The Rtd Activities Of A Generic Nature Of The Environment And Sustainable Development Sub Programme Of The 5Th Framework Programme	2	0.024
Research Foundation Of Education Bureau Of Hunan Province China	2	0.024
Research Project Climpact Spanish Ministry Of Economy	2	0.024
Research Promotion Foundation Of Cyprus	2	0.024
Reseau Thematique De Recherche Avancee Sciences Et Technologies Pour L Aeronautique Et L Espace Rtra Stae Toulouse France	2	0.024
Rio Grande Do Sul State Research Funding Agency Fapergs	2	0.024
Ritmare Flagship Project	2	0.024
Royal Society International Exchanges Award	2	0.024
Rtra Stae Foundation	2	0.024
Russian Federation	2	0.024
Russian Geographical Society	2	0.024
Saint Petersburg State University	2	0.024
Sanya Institute Of Deep Sea Science And Engineering	2	0.024
Satbaltyk Project	2	0.024
Schlumberger	2	0.024
Scientific And Technological Innovation Project Of The Qingdao National Laboratory For Marine Science And Technology	2	0.024
Scientific Research And Equipment Development Project Of Chinese Academy Of Sciences	2	0.024
Scientific Research Fund Of The Second Institute Of Oceanography Soa	2	0.024
Scripps High Resolution Xbt Program	2	0.024
Servir Program	2	0.024
Shanghai Foundation For University Youth Scholars	2	0.024
Shanghai Municipal Education Commission Shmec	2	0.024
Shanghai Pujiang Program	2	0.024
Shanghai Rising Star Program	2	0.024
Shanghai S T Innovation Action Plan	2	0.024
Shanghai Shuguang Program	2	0.024
Shanghai Youth Talent Support Program	2	0.024
Shn	2	0.024
Sichuan Science And Technology Program	2	0.024
Singapore Mit Alliance For Research Technology Centre Smart	2	0.024
Sino German Cooperation In The Ocean And Polar Research Program Cliflux	2	0.024
Sino German Csc Daad Postdoc Scholarship Program	2	0.024
